,text,score,magnitude
0,"hufuckingrrah asda dumped stupid one way system last lose compliancemuzzles and…
",-80.0%,80.0%
0,"please wear masks properly times cases rise take pandemic s…
",-40.0%,40.0%
0,"billgates australianews fact checked approved 
",0.0%,0.0%
0," die  new cases 
",0.0%,0.0%
0,"explained one lessons could workers working home labour…
",-20.0%,20.0%
0,"go google search minister water affairs sudan go images come back lets laugh togeth…
",0.0%,0.0%
0,"example provide matters faith practice others touching example humility amp…
",-20.0%,20.0%
0,"could managed pandemic differently uk pm boris johnson
",-10.0%,10.0%
0,"karnataka finally caught tamilnadu terms active cases thanks  apathy negligence re…
",-50.0%,50.0%
0,"highlighting value pedsicu researchnurses ensuring research opportunities offered critically ill…
",20.0%,20.0%
0,"vaccine production ramp
",0.0%,0.0%
0," people thru dublinairport  week july  received follow calls  answered…
",0.0%,0.0%
0,"many great shops need see working population back let’s get
",40.0%,40.0%
0,"good morning  essential lifestyle product braven styde  spec waterproofdustproof meaning fully su…
",70.0%,70.0%
0,"“the farther east coast found americans treating threat virus “faraway…
",-20.0%,20.0%
0,"himachal pradesh tally rises  states death toll  coronavirusupdates foll…
",-30.0%,30.0%
0,"admitted  chirayu hospital advice doctors madhya pradesh chief minister…
",0.0%,0.0%
0,"indias first indigenous  vaccine covaxin™provides ray hope vaccine initiated  c…
",10.0%,10.0%
0,"cdc lays school guidelines calling risks kids low kids childern
",-50.0%,50.0%
0,"cdc lays school guidelines calling risks kids low kids childern
",-50.0%,50.0%
0,"washingyourhands regular make habit washingyourhands regular reduce risk …
",10.0%,10.0%
0,"worldemojiday  follow simple steps stay safe protect others 🦠 …
",50.0%,50.0%
0,"good intention move make use freeconsultancy tamilnadu chennai tamilnadu
",50.0%,50.0%
0,"madhyapradesh chief minister shivrajsinghchouhan tested positive chouhanshivraj…
",10.0%,10.0%
0,"januarysasha jennymikakos uk govt week admitted incl people recovered from…
",0.0%,0.0%
0,"drink japanese tea kill new coronavirus
",-20.0%,20.0%
0,"dividend payout ratio  index hit alltime low   american tax laws implem…
",10.0%,10.0%
0,"switzerland also called confederatio helvetica comes two dark evil egyptian goddeses hella vatica va…
",-20.0%,20.0%
0,"admitted  chirayu hospital advice doctors madhya pradesh chief minister…
",0.0%,0.0%
0,"kid
",30.0%,30.0%
0,"every year almost twenty we’ve celebrated steve’s birthday round local pitch’n’putt none us…
",0.0%,0.0%
0," bulk voice call dnd nondnd numbers call    ivr voice…
",-20.0%,20.0%
0,"thegymgroup give props team ashford handling gym pros suck
",-70.0%,70.0%
0,"make mistake must continue accelerate vaccine research tools havedrtedros
",-20.0%,20.0%
0,"country cant advocating jobs getting people survive given yet stifling establi…
",-90.0%,90.0%
0,"live india records  deaths  days cases  catch latest updat…
",0.0%,0.0%
0,"rough design uv disinfects rover looking forward reviews question iot robot…
",-30.0%,30.0%
0,"intubation ards simple decision intubation extubation plan star…
",0.0%,0.0%
0,"sri lanka completely curbed community spread head task force
",-10.0%,10.0%
0,"admitted  chirayu hospital advice doctors madhya pradesh chief minister…
",0.0%,0.0%
0,"much changed europe world since visit last year santiagodecompostela mediaccee may…
",0.0%,0.0%
0,"nomaskselfie people kind screw benefit people don’t wear mask…
",-70.0%,70.0%
0,"ess nipostngn wants unfortunate encouraging people want frustrated o…
",-90.0%,90.0%
0,"xskewzme secret fact drag queen estranged rugurl…
",0.0%,0.0%
0,"study reveals infect ears
",-30.0%,30.0%
0,"clues idiot  italy spain warned us targets elderly empty ho…
",-80.0%,80.0%
0,"department health confirmed  new infections increasing philippines tally …
",-50.0%,50.0%
0,"abc correction jacksonville canceled trump’s convention due trump lying want can…
",-70.0%,70.0%
0,"disneyuk meanwhile disney world florida one worlds hotspots reopened masks gl…
",-20.0%,20.0%
0,"victoria’s highest daily count current outbreak please vote retweet  
",-10.0%,10.0%
0,"corona pondy mla coronapandemic pondymla pondycherry mlajayabal narayanasamy read
",10.0%,10.0%
0,"else still still drives first ever car video link …
",-20.0%,20.0%
0,"bet guys marvel cure virus filled day watching rest world scr…
",10.0%,10.0%
0,"chloe conway herts essex high school chose globalisation topic choice research whilst o…
",0.0%,0.0%
0,"new forecasts impact africa – scenario analysis  gibssa hannsseidelsa…
",0.0%,0.0%
0,"reminder importance global health eusavetc calling european union refresh…
",0.0%,0.0%
0,"workforce risk assessment help keep workforce safe help quickly see you’r…
",70.0%,70.0%
0,"great session scotgovhealth  missed watch video link be…
",10.0%,10.0%
0,"bignews total number cases himachalpradesh rises  death toll stands 
",0.0%,0.0%
0,"political parties agreed join hands kerala government equip local bodies fight again…
",10.0%,10.0%
0,"really want know truth inflated cause death numbers rubber sta…
",-60.0%,60.0%
0,"usa compares worlds worst hotspots ne…
",-70.0%,70.0%
0," meshruto robertalai you still havent looked feel free work hard calling english…
",-50.0%,50.0%
0," aicoding rough design uv disinfects rover looking forward reviews iot…
",-20.0%,20.0%
0,"happy saturday plans people venturing places opening back saturdaythoughts
",30.0%,30.0%
0,"damn terrible honestly hate dumb ass insensitivity towards  people’s lives lost who…
",-90.0%,90.0%
0,"russia reports  new cases past  hours
",0.0%,0.0%
0,"collaboration key find  spillover source learn avoid happening diffi…
",0.0%,0.0%
0,"safety first yall tropicalstormhanna rights houston galveston beach
",0.0%,0.0%
0,"think exposed iq many politicians take note people 
",-70.0%,70.0%
0,"clinical recurrences symptoms recovery viral relapse reinfection inflammatory rebound pub…
",0.0%,0.0%
0,"barrendero georgefoulkes   compoundaye graemefromit glaswegiantory …
",30.0%,30.0%
0,"almost half republicans believe debunked conspiracy theory bill gates —here’s response…
",-60.0%,60.0%
0,"please wish happy birthday happy birthday 
",60.0%,60.0%
0,"madhyapradesh admitted  chirayu hospital advice doctors madhya pradesh…
",-20.0%,20.0%
0,"per directive prime minister imrankhanpti celebrate eiduladha simplicity asadumar…
",0.0%,0.0%
0,"tune radiobrendanrte   group family carers highlight extra challenges…
",40.0%,40.0%
0,"oh boiling scotus  decision nevada church wants open roberts balancing ou…
",-30.0%,30.0%
0,"blackboard teaching please shut
",-60.0%,60.0%
0," true media taken backseat even since numbers started s…
",-40.0%,40.0%
0,"  thousand deaths  percent global death toll brazil surpassed mark  deaths…
",-40.0%,40.0%
0,"  thousand new cases per week average israel midst second peak almost three t…
",-10.0%,10.0%
0," brazil’s  average number daily new cases rises sharply it’s well previous peak…
",0.0%,0.0%
0," number new cases russia slow decline  thousand registered patients…
",-50.0%,50.0%
0," today’s new worldwide record number daily new cases  percent higher last weeks record and…
",0.0%,0.0%
0,"another record setting day   usa    brazil    india    south a…
",0.0%,0.0%
0,"extraordinary times require us come new ways understand tackle social economic a…
",0.0%,0.0%
0,"everything must go jobs cut everywhere due blatant attempt employers ta…
",-80.0%,80.0%
0,"stay safe stay well kind pleasewear mask  medtwitter coronavirus…
",60.0%,60.0%
0,"panic spreading fast india lock ever cold flues…
",-60.0%,60.0%
0,"gambia daily case update  july  mohgambia moetitshidi whoafro drtedros who…
",-10.0%,10.0%
0,"cummings latest spin fool us govt actually cares raab ‘supporting’ users’ foodbanks patel’s ‘sadness’ for…
",-80.0%,80.0%
0,"timely reminder post
",20.0%,20.0%
0,"strong leadership community engagement comprehensive strategy suppress transmission save…
",60.0%,60.0%
0,"slightly competitive altmetric scores i’m weird know couldn’t help retweet great…
",80.0%,80.0%
0,"minister planning asadumar urges general public avoid entertainment places gathering…
",-70.0%,70.0%
0,"masks genuinely work point lockdown dont whats point mandatory…
",-30.0%,30.0%
0,"ive backed globaljusticeuk campaign ensure potential vaccine available – j…
",60.0%,60.0%
0," new cases  new death austria  gmt coronavirusupdate coronaviruspandemic
",0.0%,0.0%
0,"drchrishingston jsommerin cvuhb hoped go jsommerin belated  meal reaso…
",-10.0%,10.0%
0,"long circulating risk that’s we’re asking everyone treat decisions abo…
",-70.0%,70.0%
0,"update  presidential communications office personnel positive andanar
",60.0%,60.0%
0,"highrisk group really relate article anxieties joining outside wo…
",-30.0%,30.0%
0,"tropical storm hanna bearing area texas already devastated s…
",-60.0%,60.0%
0,"get art printed awesome products support redbubble rbandme findyourthing…
",80.0%,80.0%
0,"wow whats opposite datadriven science ht jgordonshare
",50.0%,50.0%
0,"regardless tired absolutely understandable okay taken u…
",70.0%,70.0%
0,"nigerianewsdesk sanwoolu transpiracy ur state administration fear god beginning wisd…
",-60.0%,60.0%
0,"lovely quote one hstraffandsalf families
",90.0%,90.0%
0," people recovered corona total corona virus recoveries  source situation report…
",40.0%,40.0%
0,"shieldvoc thanks retweet hope get resolution many around region porbandar facing poor…
",-10.0%,10.0%
0,"coronainfoch corona ireland us sets record new cases third day
",10.0%,10.0%
0,"situation anything ordinary year pandemic pushing academic year…
",-60.0%,60.0%
0,"causes loss smell patients
",-80.0%,80.0%
0,"surge us cases left labs overwhelmed tests delayed read
",-60.0%,60.0%
0,"dont wish public health officers health ministers vietnams  months local c…
",-70.0%,70.0%
0,"presumably russiareport awkward issues investigating response …
",-60.0%,60.0%
0,"nigeria imagine referee game play good far nigeria concerned c…
",10.0%,10.0%
0,"nobody care numbers longer meant accept  new cases day o…
",-70.0%,70.0%
0,"dont dick wear mask link statements follow two separate instructions either i…
",-60.0%,60.0%
0,"miss short hair wonderful weekend darlings weekendvibes wearadamnmask staysafe …
",50.0%,50.0%
0,"long circulating risk that’s we’re asking everyone treat decisions abo…
",-70.0%,70.0%
0,"first kiosk automatic vending machine inaugurated patna jn railway station union minister…
",10.0%,10.0%
0,"puricares  patients recovered discharged sri jagannath medical college hosp…
",0.0%,0.0%
0,"question happens arrest tds without fundamental democratic law americans stand up…
",-70.0%,70.0%
0,"update  new cases confirmed tests done  july  total cases …
",-10.0%,10.0%
0,"great advice redundancy  furlough
",80.0%,80.0%
0,"read newest edition global education report globaled   c…
",-20.0%,20.0%
0,"renebyrdreflections plans talks schools hit well pandemic curr…
",20.0%,20.0%
0,"contact sports events training schools temporarily suspended notice ministry of…
",-50.0%,50.0%
0," julesboykoff mean spreading evidence blm protests caused surges t…
",-50.0%,50.0%
0,"admitted  chirayu hospital advice doctors madhya pradesh chief minister…
",0.0%,0.0%
0," irish face mask designs stand crowd ireland wearadamnmask…
",-10.0%,10.0%
0," oyo tops list new cases ncdc announces  new cases  states meanwhile recoveries ris…
",0.0%,0.0%
0,"long circulating risk that’s we’re asking everyone treat decisions abo…
",-70.0%,70.0%
0,"peru brasil mexico chile signs slopes slowing
",-20.0%,20.0%
0,"lockdown wont lift lockdown address economic concerns maharashtra cm uddhav thacke…
",-80.0%,80.0%
0,"lockdown pune containment zones revised  business resumes  lockdown ch…
",-40.0%,40.0%
0," oyo tops list new cases ncdc announces  new cases  states meanwhile recoveries ris…
",0.0%,0.0%
0,"time high stress worry families creates tension anger rise violenceagainstwomen and…
",-80.0%,80.0%
0,"realdonaldtrumps watch  americans died  deaths worldwide abo…
",-70.0%,70.0%
0,"arunachalpradesh’s tally crosses  mark  new cases coronaviruspandemic coronavirusoutbreak
",10.0%,10.0%
0,"last updated   cases  deaths  corona…
",-10.0%,10.0%
0,"nstworld governments fast losing support handling outbreak public wi…
",-70.0%,70.0%
0,"india recently started human trials vaccine making vaccine available everyone take co…
",10.0%,10.0%
0,"excellent video take us reach “herd immunity” wsj
",90.0%,90.0%
0,"centric lab podcast available spotifypodcasts check latest show team came togeth…
",0.0%,0.0%
0,"philippines reports  new cases along  new deaths
",0.0%,0.0%
0,"spreads across indian villages cities government finds consolation low death rates read…
",-60.0%,60.0%
0,"mrbenjaminlaw forgive tom hanks catching less forgiving role castaway
",-30.0%,30.0%
